name,city,type,beerCounts,established
" Grumpy Troll Brewery, Restaurant and Pizzeria",Mount Horeb_Wisconsin_opened,Brewpub,116,2003
 H.H. Hinder Brewing Company,Waupaca_Wisconsin_opened,Brewpub,9,2018
 Hacienda Beer Co.,Baileys Harbor_Wisconsin_opened,Client Brewer,39,2017
 Heart Of The North Brewing Company,Ladysmith_Wisconsin_opened,Microbrewery,7,2019
 Herbiery,Madison_Wisconsin_opened,Microbrewery,2,2019
 HighHolder Brewing Company,Oshkosh_Wisconsin_opened,Microbrewery,7,2018
 Hillsboro Brewing Company,Hillsboro_Wisconsin_opened,Brewpub,20,2013
 Hinterland Brewery,Green Bay_Wisconsin_opened,Brewpub/Brewery,95,2001
 Hop & Barrel Brewing Company,Hudson_Wisconsin_opened,Microbrewery,28,2017
 Hop Haus Brewing Company,Verona_Wisconsin_opened,Brewpub,40,2015
 Horny Goat Brewing Company,MIlwaukee_Wisconsin_opened,Client Brewer,67,2009
 Hubbleton Brewing Company,Waterloo_Wisconsin_opened,Microbrewery,11,2017
 Humble Forager Brewery,Waunakee_Wisconsin_opened,Client Brewer,15,2020
 Inventors Brewpub,Port Washington_Wisconsin_opened,Brewpub/Brewery,15,2017
 Iron Horse Beverages,Monroe_Wisconsin_opened,Client Brewer,3,2015
 Jacob Leinenkugel Brewing Company (Tenth & Blake - Molson Coors),Chippewa Falls_Wisconsin_opened,Commercial Brewery,89,1867
 K Point Brewing,Eau Claire_Wisconsin_opened,Brewpub,18,2016
 Karben4 Brewing,Madison_Wisconsin_opened,Brewpub/Brewery,64,2012
 Kenosha Brewing Company,Kenosha_Wisconsin_opened,Brewpub,6,2019
 Knuth Brewing Company,Ripon_Wisconsin_opened,Brewpub,15,2015
 Kozy Yak Brewery,Rosholt_Wisconsin_opened,Microbrewery,84,2013
 Kurth Brewery,Columbus_Wisconsin_opened,Client Brewer,1,2016
 La Crosse Distilling Co. House Brewed Beer,La Crosse_Wisconsin_opened,Brewpub,2,2020
 Lake Louie Brewing (Wisconsin Brewing Company),Arena_Wisconsin_opened,Microbrewery,35,2001
 Lakefront Brewery,Milwaukee_Wisconsin_opened,Microbrewery,222,1985
 Lazy Monk Brewing,Eau Claire_Wisconsin_opened,Microbrewery,29,2011
 Lion's Tail Brewing Company,Neenah_Wisconsin_opened,Microbrewery,48,2015
 Lombardi Beer Company,Green Bay_Wisconsin_opened,Client Brewer,2,2015
 Lowlands Brewing Company,Milwaukee_Wisconsin_opened,Client Brewer,9,2011
 Lucette Brewing Company,Menomonie_Wisconsin_opened,Microbrewery,42,2010
 Lucky's 1313 Brew Pub,Madison_Wisconsin_opened,Brewpub,25,2018
 McFleshman's Brewing Company,Appleton_Wisconsin_opened,Brewpub,66,2018
 McZ's Brew Pub,Rosholt_Wisconsin_opened,Brewpub,6,2018
 Mecan River Brewing Company,Coloma_Wisconsin_opened,Brewpub,11,2018
 Melms Brewing Company,Hartland_Wisconsin_opened,Microbrewery,15,2014
 Mel's Micro,Richland Center_Wisconsin_opened,Brewpub,3,2018
 Miller Brewing Company (Molson Coors),Milwaukee                       _Wisconsin_opened,Commercial Brewery,101,1855
 Miller Valley Brewery - Miller's Pilot Brewery (Molson Coors),Milwaukee_Wisconsin_opened,Client Brewer,15,2010
 Milwaukee Brewing Company,Milwaukee_Wisconsin_opened,Microbrewery,171,2007
 Minhas Craft Brewery (Minhas Brewery),Monroe_Wisconsin_opened,Commercial Brewery,108,1845
 Minocqua Brewing Company,Minocqua_Wisconsin_opened,Brewpub,32,2002
 MobCraft Beer,Milwaukee_Wisconsin_opened,Microbrewery,201,2013
 Modicum Brewing Company,Altoona_Wisconsin_opened,Microbrewery,12,2017
 Montello Brewing Company,Montello_Wisconsin_opened,Microbrewery,10,2020
 MoonRidge Brewing Company,Cornell_Wisconsin_opened,Brewpub,10,2016
 Mosinee Brewing Company,Mosinee_Wisconsin_opened,Microbrewery,5,2018
 Mr Brews Taphouse,Weston_Wisconsin_opened,Commissioner,1,2019
 Narrow Bridge Brewhouse,Green Bay_Wisconsin_opened,Brewpub,2,2019
 New Barons Brewing Cooperative,Milwaukee_Wisconsin_opened,Microbrewery,7,2017
 New Glarus Brewing Company,New Glarus_Wisconsin_opened,Microbrewery,110,1993
 Next Door Brewing Company,Madison_Wisconsin_opened,Brewpub,110,2013
 Noble Roots Brewing Company,Green Bay_Wisconsin_opened,Microbrewery,42,2017
 North of the Bayou,Madison_Wisconsin_opened,Brewpub/Brewery,6,2019
 Northwoods Brew Pub,Osseo_Wisconsin_opened,Brewpub,43,1997
 Octopi Brewing Company,Waunakee_Wisconsin_opened,Contract Brewer,48,2015
 Old Abe Brewing,Hartland_Wisconsin_opened,Client Brewer,3,2016
 Old Bavarian Brewing Company,Appleton_Wisconsin_opened,Client Brewer,12,2009
 Old Germantown,Germantown_Wisconsin_opened,Brewpub/Brewery,1,2020
 Oliphant Brewing Company,Somerset West_Wisconsin_opened,Microbrewery,130,2014
 Ombibulous Brewing Company,Altoona_Wisconsin_opened,Microbrewery,6,2019
 Omega Brewing Experience,Omro_Wisconsin_opened,Microbrewery,15,2018
 One Barrel Brewing Company,Madison_Wisconsin_opened,Microbrewery,122,2012
 Ooga Brewing Company,Beaver Dam_Wisconsin_opened,Microbrewery,11,2019
 O'so Brewing Company,Plover_Wisconsin_opened,Microbrewery,185,2007
 Pabst Brewery,Milwaukee_Wisconsin_opened,Brewpub,45,2017
 Pangaea Beer Company,Wisconsin Rapids_Wisconsin_opened,Client Brewer,6,2010
 Parched Eagle Brewpub,Westport_Wisconsin_opened,Brewpub/Brewery,29,2015
 Pearl Street Brewery,La Crosse_Wisconsin_opened,Microbrewery,66,1999
 Pecatonica Beer Company,Gratiot_Wisconsin_opened,Client Brewer,8,2013
 PetSkull Brewing,Manitowoc_Wisconsin_opened,Microbrewery,40,2017
 Pigeon River Brewing Company,Marion_Wisconsin_opened,Brewpub,32,2012
 Pitchfork Brewing Company (USA),Hudson_Wisconsin_opened,Microbrewery,67,2013
 Plymouth Brewing Company,Plymouth_Wisconsin_opened,Microbrewery,70,2013
 Popple River Brewing,Popple River_Wisconsin_opened,Microbrewery,13,2020
 Port Huron Brewing Company,Wisconsin Dells_Wisconsin_opened,Microbrewery,22,2011
 Potosi Brewing Company,Potosi_Wisconsin_opened,Brewpub/Brewery,79,1852
 Public Craft Brewing Co.,Kenosha_Wisconsin_opened,Microbrewery,42,2012
 Racine Brewing Company,Racine_Wisconsin_opened,Microbrewery,16,2017
 Rail House Restaurant and Brewery,Marinette_Wisconsin_opened,Brewpub,35,2003
 Raised Grain Brewing Company,Waukesha_Wisconsin_opened,Brewpub/Brewery,67,2015
 Raven's Breath Brewery,Iron River_Wisconsin_opened,Microbrewery,4,2019
 Real Deal Brewing Company,Menomonie_Wisconsin_opened,Brewpub/Brewery,9,2014
 Rebellion Brewing Company,Cedarburg_Wisconsin_opened,Brewpub,13,2018
 Red Eye Brewing Company,Wausau_Wisconsin_opened,Brewpub/Brewery,120,2008
 Rhinelander Brewing Company LLC,Rhinelander_Wisconsin_opened,Client Brewer,36,2010
 Right Bauer Brewing,Sun Prairie_Wisconsin_opened,Brewpub,10,2018
 Rio Lobo Winery & Brewery,Weyauwega_Wisconsin_opened,Microbrewery,4,2020
 Riverside Brewery & Restaurant,West Bend_Wisconsin_opened,Brewpub,59,2006
 R'Noggin Brewing Company,Kenosha_Wisconsin_opened,Microbrewery,28,2016
 Rock Bottom Milwaukee,Milwaukee_Wisconsin_opened,Brewpub,84,2004
 Rock County Brewing Company,Janesville_Wisconsin_opened,Microbrewery,35,2017
 Rockhound Brewing Company,Madison_Wisconsin_opened,Brewpub,33,2016
 Rocky Reef Brewing Company,Woodruff_Wisconsin_opened,Microbrewery,35,2015
 Round Man Brewing Company,Spooner_Wisconsin_opened,Brewpub/Brewery,14,2018
 Rowlands Calumet Brewery,Chilton_Wisconsin_opened,Microbrewery,33,1950
 Runaway Micropub and Nanobrewery, Burlington_Wisconsin_opened,Microbrewery,5,2020
 Rush River Brewing Company,River Falls_Wisconsin_opened,Microbrewery,29,2004
 Rustic Road Brewing Company,Kenosha_Wisconsin_opened,Microbrewery,83,2012
 Sahale Ale Works,Grafton_Wisconsin_opened,Microbrewery,20,2019
 Sand Creek Brewing Company,Black River Falls_Wisconsin_opened,Microbrewery,56,1996
 Sassy Girl Micro Brew (Trout Springs Winery),Greenleaf_Wisconsin_opened,Client Brewer,5,2017
 Sawmill Brewing Company,Merrill_Wisconsin_opened,Brewpub,23,2016
 Sawmill Pizza & Brew Shed,Clear Lake_Wisconsin_opened,Brewpub,12,2018
 Sconnie Beverage Company,Madison_Wisconsin_opened,Client Brewer,3,2012
 Second Salem Brewing Company,Whitewater_Wisconsin_opened,Microbrewery,16,2014
 Sheboygan Beer Company,Sheboygan_Wisconsin_opened,Microbrewery,12,2019
 Shipwrecked Brew Pub,Egg Harbor_Wisconsin_opened,Brewpub,20,2003
 Skeleton Crew Brew,Onalaska_Wisconsin_opened,Microbrewery,10,2016
 Some Nerve Brewing Company,Manitowish Waters_Wisconsin_opened,Microbrewery,5,2018
 South Shore Brewery,Ashland_Wisconsin_opened,Brewpub/Brewery,54,1995
 Southern Italy Imports,Verona_Wisconsin_opened,Client Brewer,3,2017
 Specialty Brewing Co. of Wisconsin,Stevens Point_Wisconsin_opened,Client Brewer,5,2019
 Sprecher Brewing Company,Glendale_Wisconsin_opened,Microbrewery,76,1985
 Starboard Brewing Company,Sturgeon Bay_Wisconsin_opened,Microbrewery,77,2015
 State of Brewing,Waunakee_Wisconsin_opened,Client Brewer,5,2020
 SteelTank Brewing Company,Oconomowoc_Wisconsin_opened,Client Brewer,4,2017
 Stevens Point Brewery,Stevens Point_Wisconsin_opened,Commercial Brewery,106,1857
 Stillmank Brewing Company,Green Bay_Wisconsin_opened,Microbrewery,41,2012
 Stock House Brewing Company,Wauwatosa_Wisconsin_opened,Microbrewery,26,2018
 Stone Arch Brewpub,Appleton_Wisconsin_opened,Brewpub/Brewery,112,2005
 Stoney Acres Brewery,Athens_Wisconsin_opened,Microbrewery,10,2018
 Stubborn Brothers Brewery,Shawano_Wisconsin_opened,Brewpub/Brewery,21,2020
 Sunshine Brewing Company,Lake Mills_Wisconsin_opened,Microbrewery,13,2018
 Swinging Bridge Brewing Company,River Falls_Wisconsin_opened,Microbrewery,24,2017
 SwitchGear Brewing Company,Elkhart Lake_Wisconsin_opened,Microbrewery,29,2017
 Tank 8 Beer,Cedarburg_Wisconsin_opened,Contract Brewer,3,2020
 Tenth & Blake Beer Company - Brewers Unleashed (Molson Coors),Milwaukee_Wisconsin_opened,Client Brewer,8,2012
 The Brewing Projekt,Eau Claire_Wisconsin_opened,Microbrewery,163,2015
 The Explorium Brewpub,Greendale_Wisconsin_opened,Brewpub,59,2017
 The Fermentorium,Cedarburg_Wisconsin_opened,Microbrewery,104,2016
 The Hop Garden,Paoli_Wisconsin_opened,Client Brewer,15,2014
 The Lone Girl Brewing Company,Waunakee_Wisconsin_opened,Brewpub,17,2016
 The Runaway Micropub and Nanobrewery,Burlington_Wisconsin_opened,Brewpub/Brewery,2,2020
 Third Space Brewing,Milwaukee_Wisconsin_opened,Microbrewery,71,2016
 Thirsty Pagan Brewing,Superior_Wisconsin_opened,Brewpub,200,2003
 Thumb Knuckle Brewing Company,Luxemburg_Wisconsin_opened,Microbrewery,8,2017
 Timer's Beverage Center,Racine_Wisconsin_opened,Client Brewer,1,2018
 Titletown Brewing Company,Green Bay_Wisconsin_opened,Brewpub/Brewery,232,2000
 Topsy Turvy Brewery,Lake Geneva_Wisconsin_opened,Microbrewery,6,2020
 Tornado Brewing Company and Distillery,Horicon_Wisconsin_opened,Microbrewery,5,2018
 Trap Rock Brewing Company,Saint Croix Falls_Wisconsin_opened,Microbrewery,10,2019
 Tribute Brewing Company,Eagle River_Wisconsin_opened,Microbrewery,26,2012
 Tumbled Rock Brewery & Kitchen,Baraboo_Wisconsin_opened,Brewpub/Brewery,14,2019
 Turtle Stack Brewery,La Crosse_Wisconsin_opened,Microbrewery,37,2015
 Tyranena Brewing,Lake Mills_Wisconsin_opened,Microbrewery,105,1998
 Union Corners Brewery,Madison_Wisconsin_opened,Brewpub,14,2019
 Untitled Art,Waunakee_Wisconsin_opened,Client Brewer,129,2016
 Urban Harvest Brewing Company,Milwaukee_Wisconsin_opened,Microbrewery,24,2016
 Valkyrie Brewing Company,Dallas_Wisconsin_opened,Microbrewery,35,1997
 Vennture Brew Company,Milwaukee_Wisconsin_opened,Microbrewery,43,2018
 Vernacular Brewing Company,Milwaukee_Wisconsin_opened,Client Brewer,9,2019
 Vik'ing Brewpub,Stoughton_Wisconsin_opened,Brewpub,29,2014
 Vintage Brewing Company,Madison_Wisconsin_opened,Brewpub,261,2010
 Water Street Brewery,Delafield_Wisconsin_opened,Brewpub/Brewery,59,1987
 West Bend Lithia Beer Company,West Bend_Wisconsin_opened,Client Brewer,3,2010
 Westallion Brewing Company,West Allis_Wisconsin_opened,Microbrewery,20,2017
 White Bird,Stevens Point_Wisconsin_opened,Client Brewer,1,2019
 Whitewater Music Hall,Wausau_Wisconsin_opened,Brewpub,1,2019
 Wisconsin Brewing Company (WBC),Verona_Wisconsin_opened,Microbrewery,61,2013
 Wisconsin Dells Brewing Co.,Wisconsin Dells_Wisconsin_opened,Brewpub/Brewery,97,2002
 Wizard Works Brewing,Milwaukee_Wisconsin_opened,Microbrewery,7,2020
 Woodshed Ale House,Sauk City_Wisconsin_opened,Brewpub,5,2014
 Working Draft Beer Company,Madison _Wisconsin_opened,Brewpub/Brewery,73,2018
 Young Blood Beer Company,Madison_Wisconsin_opened,Brewpub,14,2020
 Zambaldi Beer Company,Allouez_Wisconsin_opened,Client Brewer,8,2017
 Zymurgy Brewing Company,Menomonie_Wisconsin_opened,Microbrewery,17,2018
 22 Lakes Brewing Company,Waupaca_Wisconsin_closed,Microbrewery,20,2018
 3rd Sign Brewery,Waunakee_Wisconsin_closed,Client Brewer,21,2015
 4 Brothers Blended Beer Company,Waukesha_Wisconsin_closed,Client Brewer,4,2013
 Angelic Brewing Company,Madison_Wisconsin_closed,Brewpub,13,1994
 Appleton Brewing/Adler Brau,Appleton_Wisconsin_closed,Brewpub,20,1989
 Bellows Brew Pub,Watertown_Wisconsin_closed,Brewpub,8,1999
 Bent Kettle Brewing,Fort Atkinson_Wisconsin_closed,Brewpub,9,2015
 Black Forest Dining and Spirits,Green Bay_Wisconsin_closed,Brewpub,3,2009
 BluCreek Brewing Company,Madison_Wisconsin_closed,Client Brewer,4,2009
 Brady's Brewhouse,New Richmond_Wisconsin_closed,Brewpub,36,2010
 Brenner Brewing Company,Milwaukee_Wisconsin_closed,Client Brewer,27,2014
" Brewmasters Pub, Restaurant & Brewery",Kenosha_Wisconsin_closed,Microbrewery,12,1987
 Brown Street Brewery,Rhinelander_Wisconsin_closed,Brewpub/Brewery,10,2007
 Chatterhouse Brewery,Denmark_Wisconsin_closed,Microbrewery,13,2015
 Cherryland Brewing Company,Sturgeon Bay_Wisconsin_closed,Microbrewery,6,1989
 Das Bierhaus,Menomonie_Wisconsin_closed,Brewpub,20,2007
 Daves BrewFarm,Wilson_Wisconsin_closed,Microbrewery,119,2009
 Denmark Brewing,Denmark_Wisconsin_closed,Microbrewery,7,1999
 District 14 Brewery and Pub,Milwaukee_Wisconsin_closed,Brewpub/Brewery,31,2014
 Falls Brewing Company,Oconto Falls_Wisconsin_closed,Microbrewery,7,2004
 Fat Boy Beverage Company,Oak Creek_Wisconsin_closed,Client Brewer,1,2010
 Fauerbach Brewing Company,Madison_Wisconsin_closed,Client Brewer,3,2009
 Fixture Brewing Company,Waukesha_Wisconsin_closed,Brewpub,11,2012
 Forgotten Fire Brewing Company,Marinette_Wisconsin_closed,Client Brewer,5,2016
 Harbor City Brewing Company,Port Washington_Wisconsin_closed,Client Brewer,7,1999
 Hillbilly Brewing Company,Pepin_Wisconsin_closed,Brewpub,8,2012
 Hops Haven Brew Haus/Port Washington Brewing Co.,Sheboygan_Wisconsin_closed,Brewpub/Brewery,12,2000
 House of Brews,Madison_Wisconsin_closed,Microbrewery,41,2010
 Hudson Brewing Company,Hudson_Wisconsin_closed,Microbrewery,50,2012
 Hydro Street Brewing Company,Columbus_Wisconsin_closed,Brewpub,77,2011
 J.T. Whitneys Pub & Brewery,Madison_Wisconsin_closed,Brewpub,52,1995
 Kinky Kabin Brewing Company,Bangor_Wisconsin_closed,Microbrewery,2,2013
 Lead Feather Brewing Company,Janesville_Wisconsin_closed,Client Brewer,5,2010
 Leatherhead Brewing Company,Green Bay_Wisconsin_closed,Brewpub,19,2016
 Legends Brewhouse & Eatery,Howard_Wisconsin_closed,Brewpub,21,2004
" Leisure Brewing Company, LLC",Oconomowoc_Wisconsin_closed,Brewpub,7,2013
 Like Minds Brewing Company,Milwaukee_Wisconsin_closed,Microbrewery,32,2014
 Little Chute Brewing Company,Little Chute_Wisconsin_closed,Client Brewer,3,2015
 LogJam Microbrewery,Unity_Wisconsin_closed,Brewpub/Brewery,4,1999
 LongNecks Brew Pub & Restaurant,Vernon_Wisconsin_closed,Brewpub,8,2006
 Muskie Capital Brewery,Hayward_Wisconsin_closed,Brewpub,15,2005
 Nicolet Brewing Company,Florence_Wisconsin_closed,Microbrewery,9,2001
 Oconomowoc Brewing,Oconomowoc_Wisconsin_closed,Microbrewery,3,2003
 Pioneer Haus Brew Pub,Platteville_Wisconsin_closed,Brewpub,3,2008
 Randys Restaurant  & Fun Hunters Brewery,Whitewater_Wisconsin_closed,Brewpub,23,2003
 RockPere Brewing Company,Rockland_Wisconsin_closed,Microbrewery,5,2015
 Rustic Rail Grill & Brewhouse,Green Bay_Wisconsin_closed,Brewpub,6,2005
 Silver Creek Brewery,Cedarburg_Wisconsin_closed,Brewpub,14,2001
 Slab City Brewing,Bonduel_Wisconsin_closed,Microbrewery,9,1995
 Spring Valley Golf Course Brewpub,Spring Valley_Wisconsin_closed,Brewpub,13,2014
 St Francis Brewery & Restaurant,St Francis_Wisconsin_closed,Brewpub,77,2008
 Stonefly Brewery,Milwaukee_Wisconsin_closed,Brewpub,30,2003
 Stout Brothers Public House,Milwaukee_Wisconsin_closed,Microbrewery,10,2000
 Sweet Mullets Brewing Company,Oconomowoc_Wisconsin_closed,Brewpub/Brewery,60,2012
 The Benjamin Beer Company,Racine_Wisconsin_closed,Microbrewery,31,2014
 The Keg Pub and Grill,Stevens Point_Wisconsin_closed,Brewpub,7,2002
 Thunder River Beer Company,DePere_Wisconsin_closed,Client Brewer,5,2011
 Two Beagles Brewpub,Onalaska_Wisconsin_closed,Brewpub,10,2016
 William Kuether Brewing,Clear Lake_Wisconsin_closed,Microbrewery,6,2004
 Woodman Brewery,Woodman_Wisconsin_closed,Brewpub,85,2011
 Accomplice Beer Company,Cheyenne_Wyoming_opened,Brewpub,45,2017
 Altitude Chophouse and  Brewery,Laramie_Wyoming_opened,Brewpub,98,1999
 Bad Joker Brewing Company,Rock Springs_Wyoming_opened,Brewpub/Brewery,2,2020
 Bitter Creek Brewing Company,Rock Springs_Wyoming_opened,Brewpub,12,2003
 Black Tooth Brewing Company,Sheridan_Wyoming_opened,Microbrewery,43,2010
 Bond's Brewing Company,Laramie_Wyoming_opened,Microbrewery,7,2019
 Coal Creek TAP Brewery,Laramie_Wyoming_opened,Microbrewery,50,2014
 Cowboy State Brewing,Glenrock _Wyoming_opened,Commercial Brewery,4,2018
 Danielmark's Brewing Company,Cheyenne_Wyoming_opened,Microbrewery,12,2016
 Freedom's Edge Brewing,Cheyenne_Wyoming_opened,Microbrewery,65,2012
 Frontier Brewing Company and Taproom,Casper_Wyoming_opened,Brewpub/Brewery,34,2017
 Gillette Brewing Company,Gillette_Wyoming_opened,Microbrewery,15,2014
 Gruner Brothers Brewing,Casper _Wyoming_opened,Microbrewery,12,2018
 Headstrong Brewery,Douglas_Wyoming_opened,Microbrewery,13,2015
 Jackson Hole Brewing Company,Jackson_Wyoming_opened,Microbrewery,9,2016
 Lander Brewing Company,Lander _Wyoming_opened,Brewpub,55,2009
 Library Sports Grille & Brewery,Laramie_Wyoming_opened,Brewpub,49,1999
 Luminous Brewhouse,Sheridan_Wyoming_opened,Brewpub,40,2014
 Melvin Brewing Company,Alpine_Wyoming_opened,Microbrewery,261,2010
 Millstone Pizza Company and Brewery,Cody_Wyoming_opened,Brewpub,23,2015
 Mountain Hops Brewhouse,Casper _Wyoming_opened,Microbrewery,5,2020
 One Eyed Buffalo Brewing Company,Thermopolis_Wyoming_opened,Brewpub,7,2015
 Pat O'Hara Brewing Company,Cody_Wyoming_opened,Brewpub,2,2015
 Roadhouse Brewing Company,Jackson_Wyoming_opened,Brewpub/Brewery,116,2013
 Sheep Mountain Brewery,Laramie_Wyoming_opened,Microbrewery,9,2016
 Skull Tree Brewing,Casper_Wyoming_opened,Microbrewery,21,2018
 Snake River Brewing Co.,Jackson_Wyoming_opened,Brewpub/Brewery,185,1994
 Snowy Mountain Brewery,Saratoga _Wyoming_opened,Brewpub,22,2009
 Snowy Range Brewery,Centennial_Wyoming_opened,Brewpub/Brewery,5,2013
 Square State Brewing Company,Rock Springs _Wyoming_opened,Microbrewery,9,2018
 StillWest Brewery,Jackson_Wyoming_opened,Brewpub,20,2018
 Suds Brothers Brewery,Evanston_Wyoming_opened,Brewpub/Brewery,33,2008
 Ten Sleep Brewing Company,Ten Sleep_Wyoming_opened,Microbrewery,7,2014
 Wind River Brewing,Pinedale_Wyoming_opened,Brewpub,30,2002
 WYOld West Brewing Company,Powell_Wyoming_opened,Brewpub,19,2015
 Wyoming Territory Brewing,Cody_Wyoming_opened,Client Brewer,1,2011
 Bear River Brewing,Evanston_Wyoming_closed,Brewpub,3,2003
 Cheyenne Brewing Company,Cheyenne_Wyoming_closed,Brewpub/Brewery,10,2015
